StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,USE_CMS,USE_TMS,USE_STMS,USE_CS,USE_GAIT,USE_FPC,USE_BL,IMP_CMS,IMP_CMSS,IMP_TMS,IMP_STMS,IMP_CS,IMP_GAIT,IMP_SGAIT,IMP_FPC,IMP_CFCPS,IMP_DCR,IMP_BL,IMP_AWAC,IMP_PWAC,IMP_ELCS,IMP_ITSPP,IMP_CTS,IMP_SII,IMP_RCTN,IMP_OCS,IMP_OMOS,DS_CMS,DS_CMSS,DS_TMS,DS_STMS,DS_CS,DS_GAIT,DS_SGAIT,DS_FPC,DS_CFCPS,DS_DCR,DS_BL,DS_AWAC,DS_PWAC,DS_ELCS,DS_ITSPP,DS_CTS,DS_SII,DS_RCTN,DS_OCS,DS_OMOS,WREM,EITS,INF_ATS,INF_AATD,INF_ATRW,INF_GAIT,SKL_TMS,SKL_GAIT,LRN_TMS,LRN_GAIT,LRN_OOO,LRN_WTS,LRN_PGL,LRN_SDD,LRN_SDOT,LRN_TE,FTIME,OCC,AGE,COMMENT
3/7/2024 11:52,3/7/2024 12:07,0,100,849,1,3/7/2024 12:07,email,EN,1,3,1,1,1,2,1,1,1,4,4,1,1,1,4,4,4,2,4,4,4,2,3,3,3,4,2,-99,-99,4,4,-99,-99,-99,4,4,4,4,4,4,2,4,4,4,4,4,-99,2,We have had issues with Microsoft Teams syncing with OneDrive/File Explorer. These issues reduce productivity significantly for my team. It leads to errors in our work. It is VERY discouraging and frustrating. ,2,1,2,1,3,2,1,3,4,3,3,2,2,1,1,4,57.5,"In general, I am very satisfied with Middlebury's technology services. But I would like to have more personal support—someone addressing my specific issues. I know this is a resource issue, but the lost time to figuring things out on my own or my team members getting by on their own can really add up and inhibit our productivity."
3/7/2024 10:43,3/7/2024 12:16,0,100,5559,1,3/7/2024 12:16,email,EN,1,4,2,4,1,2,1,-99,-99,4,4,4,2,2,4,4,4,-99,4,4,4,4,4,4,4,4,4,-99,-99,4,4,4,-99,-99,4,4,4,-99,4,4,4,4,4,4,4,4,4,4,"Continue the good work of promptly resolving technical issues. Can we add an “Other Services” tab on the ITS landing page, next to “Need Oracle Help?” Link the new tab to the services section for easy access to more information.",4,3,4,3,4,3,4,4,3,3,3,3,3,3,1,4,52.5,-99
3/7/2024 12:08,3/7/2024 12:16,0,100,478,1,3/7/2024 12:16,email,EN,1,4,1,5,3,2,1,-99,-99,4,3,4,3,4,4,3,4,2,4,4,4,4,3,4,4,4,-99,-99,-99,3,-99,2,-99,-99,3,3,3,-99,4,4,4,3,3,3,3,4,-99,3,ITS take a well-informed position on what tools would best support department/institution function and adequately train and support integrated use of those tools to the exclusion of less-effective options.,3,1,2,2,4,3,2,3,2,3,3,3,3,2,1,1,47.5,"I don't feel well informed enough about the information security practices and policies to rank my evaluation, so I put somewhat satisfied. There were a few other places like that where the form didn't create space to say ""I don't have enough information to answer honestly"""
3/7/2024 12:35,3/7/2024 12:47,0,100,713,1,3/7/2024 12:47,email,EN,1,2,2,5,4,2,1,-99,-99,3,3,4,3,2,3,3,4,2,4,4,4,3,2,4,4,4,4,-99,-99,4,4,4,4,4,4,4,1,-99,2,2,4,4,4,4,4,4,4,2,"I don't know if this is still the procedure, but when I got my last laptop upgrade, I had to set the laptop up myself and it was a frustrating disaster, with weekly repercussions because it wasn't set up correctly. Help staff with set up again. pls.",2,1,2,2,2,3,3,3,2,3,3,2,3,1,1,1,52.5,Thank you for all you do to keep us all up and running. My experiences with the helpdesk have been great. Your teams are supportive and patient.
3/7/2024 12:41,3/7/2024 12:47,0,100,354,1,3/7/2024 12:47,email,EN,1,1,1,1,1,2,1,2,2,3,3,3,2,2,4,4,4,3,4,4,4,2,2,2,2,2,2,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,3,3,3,4,4,4,4,4,4,1,-99,3,3,3,2,4,3,2,2,3,3,3,1,2,1,2,1,32.5,-99
3/7/2024 12:59,3/7/2024 13:04,0,100,292,1,3/7/2024 13:04,email,EN,1,4,3,5,1,3,2,1,1,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,-99,-99,3,3,3,-99,-99,4,4,4,4,-99,4,4,4,2,3,3,-99,3,2,-99,3,3,-99,2,3,1,3,2,2,4,3,3,3,1,1,4,47.5,-99
3/7/2024 12:54,3/7/2024 13:04,0,100,600,1,3/7/2024 13:04,email,EN,2,4,2,5,1,3,2,2,3,4,4,4,2,3,4,4,4,3,4,4,4,3,3,4,4,4,2,-99,-99,3,2,4,-99,-99,2,4,3,4,3,2,4,4,3,3,3,3,-99,2,responsiveness to help desk tickets getting to the right person/people without having to re-iterate and re-educate folks about the issue as it gets passed along from person to person,3,1,2,1,4,1,3,2,2,2,1,4,4,1,1,4,42.5,-99
3/7/2024 12:23,3/7/2024 13:06,0,100,2622,1,3/7/2024 13:06,email,EN,1,2,1,5,3,2,1,-99,-99,3,3,4,-99,4,4,-99,4,2,4,4,2,4,2,3,3,3,3,-99,-99,3,3,2,3,-99,4,4,3,-99,4,4,3,2,-99,2,2,3,-99,4,"More support for MS Fabric/Dataverse/etc... and how to tie those things into Power BI, Power Platform, etc...  In a nutshell: enabling end users to securely access appropriate data and develop our own solutions.",2,1,1,2,3,2,1,4,4,3,2,4,4,4,1,3,37.5,-99
3/7/2024 10:25,3/7/2024 13:07,0,100,9739,1,3/7/2024 13:07,email,EN,2,-99,2,5,1,2,1,2,1,-99,2,4,2,3,4,4,4,3,4,4,4,3,1,2,4,3,3,-99,-99,4,4,4,-99,-99,4,4,4,4,4,4,4,-99,-99,-99,4,4,4,1,If there are any practices we sohuld be reinforcing from an educational standpoint with our students?,3,1,3,3,3,1,2,4,4,4,4,4,4,1,1,4,37.5,-99
3/7/2024 13:12,3/7/2024 13:20,0,100,463,1,3/7/2024 13:20,email,EN,1,3,2,5,2,2,1,-99,-99,3,-99,4,3,4,4,2,4,-99,4,4,4,3,3,3,4,4,-99,-99,-99,2,2,2,3,-99,3,3,-99,-99,3,3,2,3,3,3,-99,3,-99,3,-99,2,1,1,1,1,2,1,4,4,4,3,2,2,1,1,1,42.5,-99
3/7/2024 13:17,3/7/2024 13:23,0,100,369,1,3/7/2024 13:23,email,EN,1,3,3,1,3,3,2,1,1,4,3,1,3,1,4,4,4,2,4,4,4,3,2,3,4,4,2,-99,-99,4,4,-99,4,-99,4,4,3,4,3,3,3,3,4,4,2,3,-99,1,-99,2,2,2,3,3,2,3,2,3,3,3,2,2,1,1,-99,-99,-99
3/7/2024 13:09,3/7/2024 13:26,0,100,1036,1,3/7/2024 13:26,email,EN,-99,2,2,-99,-99,2,2,2,3,-99,-99,2,-99,-99,4,4,4,2,4,4,4,4,4,3,4,4,-99,-99,4,4,4,4,-99,-99,4,4,4,4,4,4,4,4,4,-99,4,4,-99,2, Your support is phenomenal and I have had great luck with technology help and media support. Kindly invest in user-friendly software whenever possible. Many thanks. ,-99,1,3,1,-99,-99,2,3,-99,3,3,3,3,-99,2,1,67.5,None
3/7/2024 13:11,3/7/2024 13:28,0,100,989,1,3/7/2024 13:28,email,EN,1,4,2,1,1,2,1,-99,-99,4,4,-99,-99,-99,4,4,3,-99,3,4,4,4,2,2,4,4,4,4,4,4,4,-99,-99,-99,4,4,4,-99,3,3,4,4,2,-99,4,4,4,1,-99,2,1,2,1,3,1,4,2,4,3,3,2,1,1,2,1,77.5,-99
3/7/2024 13:23,3/7/2024 13:30,0,100,463,1,3/7/2024 13:30,email,EN,1,1,1,-99,1,2,1,1,1,2,1,-99,1,1,4,1,3,3,4,4,4,4,4,3,4,4,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,4,3,4,4,4,-99,3,4,-99,1,-99,2,1,1,1,1,1,1,1,3,3,2,2,2,1,1,1,67.5,-99
3/7/2024 13:23,3/7/2024 13:30,0,100,447,1,3/7/2024 13:30,email,EN,1,4,1,5,1,2,1,-99,-99,4,4,4,2,2,4,4,3,3,4,4,4,4,4,-99,-99,4,-99,-99,-99,4,4,4,-99,-99,4,4,3,-99,3,3,4,4,4,-99,4,4,-99,3,-99,2,1,1,1,3,1,2,4,3,4,4,4,4,1,1,4,62.5,-99
3/7/2024 13:27,3/7/2024 13:35,0,100,488,1,3/7/2024 13:35,email,EN,1,1,1,-99,1,2,1,3,1,-99,3,-99,-99,-99,3,3,3,1,4,4,4,3,4,3,3,3,-99,4,-99,-99,-99,-99,-99,-99,4,4,4,-99,3,2,2,4,4,-99,-99,3,-99,2,Better and more consistent WIFI availability across campus. It seems like I regularly lose WIFI and it takes a while to log in again.,2,1,1,1,1,1,2,3,3,3,3,2,2,1,2,1,57.5,-99
3/7/2024 13:28,3/7/2024 13:36,0,100,517,1,3/7/2024 13:36,email,EN,2,3,2,2,1,2,1,2,2,4,4,3,3,4,4,4,4,4,4,4,3,4,3,3,4,3,3,3,-99,4,3,3,-99,-99,3,-99,4,4,3,3,3,3,3,3,3,3,4,1,"With my relatively limited use and need for IT services, I think you all do a great job and can't think of anything at this point. I appreciate how Amy and DLINQ stay abreast of how changes in technology are affecting higher ed. ",2,1,3,2,3,1,2,3,2,3,2,3,3,3,1,4,62.5,-99
3/7/2024 13:32,3/7/2024 13:41,0,100,565,1,3/7/2024 13:41,email,EN,1,1,1,1,1,1,1,-99,-99,-99,-99,-99,-99,-99,3,3,3,3,4,4,4,4,4,3,4,3,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,3,3,3,2,2,3,3,-99,-99,3,-99,1,Wireless network needs to be improved. ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37.5,-99
3/7/2024 13:38,3/7/2024 13:44,0,100,376,1,3/7/2024 13:44,email,EN,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,4,2,4,4,4,4,4,2,4,4,3,-99,-99,-99,-99,-99,-99,-99,3,3,4,-99,3,3,3,3,3,3,3,3,3,1,-99,1,2,2,1,1,1,4,4,3,3,2,3,3,3,1,4,42.5,-99
3/7/2024 13:32,3/7/2024 13:48,0,100,956,1,3/7/2024 13:48,email,EN,1,2,2,1,1,3,1,1,1,2,2,3,1,1,4,4,4,3,4,4,4,4,3,2,3,4,2,-99,-99,4,4,4,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,2,More support for Wordpress,2,2,1,1,3,1,1,2,1,2,2,3,3,4,1,3,57.5,-99
3/7/2024 13:48,3/7/2024 13:55,0,100,375,1,3/7/2024 13:55,email,EN,1,1,1,5,2,2,1,1,1,1,3,4,2,2,4,4,4,1,4,4,4,3,4,4,4,4,4,-99,-99,4,4,4,4,4,4,4,4,-99,4,4,4,4,4,4,4,4,4,3,Just want some clarity when you first onboard at Middlebury in help loading the programs that you expect to need on to your office computer.,2,1,3,2,1,2,3,3,3,3,3,3,3,1,2,3,57.5,-99
3/7/2024 7:43,3/7/2024 14:00,0,100,22626,1,3/7/2024 14:00,email,EN,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,-99,2,2,2,2,3,3,2,2,2,2,2,2,2,2,1,2,47.5,-99
3/7/2024 14:05,3/7/2024 14:10,0,100,330,1,3/7/2024 14:10,email,EN,1,4,1,5,1,2,1,1,1,4,2,4,1,1,3,3,3,3,4,4,4,4,3,3,3,4,-99,-99,-99,4,4,4,-99,-99,4,4,4,4,4,4,4,4,4,-99,4,4,-99,2,I'm happy with the IT services,3,2,2,1,3,2,2,2,1,2,2,3,3,1,1,1,57.5,-99
3/7/2024 14:18,3/7/2024 14:26,0,100,470,1,3/7/2024 14:26,email,EN,1,1,1,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,3,3,4,4,4,-99,-99,-99,3,3,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,4,4,4,-99,-99,-99,4,4,-99,1,-99,2,1,2,1,1,1,1,1,1,2,2,2,2,1,1,2,47.5,-99
3/7/2024 14:25,3/7/2024 14:31,0,100,335,1,3/7/2024 14:31,email,EN,1,1,1,5,2,2,1,1,1,2,2,4,3,2,4,3,4,2,4,4,4,4,2,3,4,4,2,-99,-99,4,4,4,4,4,4,-99,-99,-99,3,3,3,4,3,-99,3,3,-99,4,-99,2,2,2,2,3,3,2,2,3,3,3,2,2,1,1,4,52.5,-99
3/7/2024 8:53,3/7/2024 14:37,0,100,20603,1,3/7/2024 14:37,email,EN,1,4,2,5,4,2,1,-99,-99,3,3,4,2,1,4,3,2,1,4,4,4,3,2,1,3,3,-99,-99,-99,3,4,3,4,-99,4,4,3,-99,4,4,4,4,3,-99,3,3,-99,2,-99,3,2,2,2,4,3,2,2,3,2,2,2,3,1,1,1,37.5,-99
3/7/2024 14:12,3/7/2024 14:44,0,100,1924,1,3/7/2024 14:44,email,EN,1,1,1,1,1,3,1,3,3,3,3,2,-99,-99,4,4,2,2,4,4,4,3,4,2,4,4,3,-99,-99,-99,-99,3,-99,-99,4,4,-99,-99,2,2,3,4,3,-99,3,3,-99,2,-99,2,1,2,1,1,1,1,1,2,2,1,3,4,1,1,4,57.5,-99
3/7/2024 14:43,3/7/2024 14:48,0,100,291,1,3/7/2024 14:48,email,EN,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,1,1,3,3,4,3,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,-99,-99,4,4,4,4,4,-99,-99,4,-99,1,-99,2,1,2,1,1,1,1,2,2,2,2,1,1,1,2,-99,77.5,-99
3/7/2024 14:36,3/7/2024 14:51,0,100,922,1,3/7/2024 14:51,email,EN,1,3,1,5,1,2,1,-99,-99,4,4,4,-99,-99,4,3,4,-99,4,4,4,3,4,3,4,4,-99,-99,-99,4,3,4,-99,-99,4,4,-99,-99,4,3,3,4,4,4,4,4,-99,2,I can't think of any ways to improve it,2,1,2,1,3,1,4,2,2,4,2,2,2,1,1,1,42.5,-99
3/7/2024 14:30,3/7/2024 14:53,0,100,1391,1,3/7/2024 14:54,email,EN,3,2,4,1,1,3,2,-99,-99,3,4,1,1,1,4,2,4,2,4,4,4,2,4,2,4,4,-99,3,3,4,4,-99,-99,-99,3,-99,4,4,4,4,3,3,4,-99,-99,4,-99,2,"I don't know. I'm new here so I don't have the depth of experience for constructive feed back yet, ask me next year ",2,2,1,1,3,1,4,3,4,2,2,1,1,2,1,3,47.5,-99
3/7/2024 14:49,3/7/2024 14:56,0,100,450,1,3/7/2024 14:56,email,EN,1,3,3,-99,1,2,-99,-99,-99,4,4,-99,1,1,4,4,4,2,4,4,4,3,3,-99,4,4,3,-99,-99,3,3,-99,-99,-99,3,3,3,3,3,3,3,3,3,-99,-99,3,-99,3,-99,2,1,2,1,3,1,3,1,3,2,1,2,2,1,1,3,47.5,-99
3/7/2024 14:54,3/7/2024 15:03,0,100,544,1,3/7/2024 15:03,email,EN,1,1,1,1,1,2,-99,-99,-99,-99,-99,-99,-99,-99,2,2,2,2,4,4,4,3,2,1,4,4,4,-99,-99,-99,-99,-99,-99,-99,3,2,-99,-99,4,3,2,4,4,-99,3,4,4,2,-99,1,1,2,-99,1,1,1,1,2,3,-99,2,2,1,1,4,62.5,-99
3/7/2024 14:37,3/7/2024 15:06,0,100,1716,1,3/7/2024 15:06,email,EN,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,3,3,3,2,1,2,2,2,2,2,2,1,Get more info on how to take classes and training courses online and through email ,1,1,1,1,1,1,3,3,2,2,2,2,2,2,1,4,37.5,-99
3/7/2024 15:06,3/7/2024 15:25,0,100,1113,1,3/7/2024 15:25,email,EN,1,1,1,1,1,1,1,-99,-99,-99,-99,4,4,4,-99,-99,4,4,4,4,4,4,2,4,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,-99,-99,4,4,4,1,-99,2,1,2,1,4,2,4,4,3,4,3,4,4,2,2,2,37.5,-99
3/7/2024 10:33,3/7/2024 15:33,0,100,17970,1,3/7/2024 15:33,email,EN,1,1,1,1,1,2,1,-99,-99,-99,-99,-99,-99,-99,4,4,4,-99,4,4,4,4,4,4,4,4,4,-99,-99,-99,-99,-99,-99,-99,4,4,4,-99,4,4,4,4,4,4,4,4,4,1,"I have always been highly satisfied.  In my opinion, your staff is incredibly helpful, knowledgeable, friendly, patient, and expedient.  Many thanks for your excellent work.",2,2,1,1,2,1,2,2,3,4,4,3,4,1,1,2,52.5,-99
3/7/2024 15:25,3/7/2024 15:35,0,100,575,1,3/7/2024 15:35,email,EN,1,2,1,1,1,2,2,1,1,2,2,1,1,1,3,3,3,2,4,4,4,4,3,2,2,4,1,-99,-99,-99,-99,-99,-99,-99,3,4,1,4,4,4,3,2,3,-99,2,3,-99,1,I don't know the reporting structure or how the department is organized. It's changed over the years without communication on who is responsible for what. ,2,2,1,1,3,1,2,1,2,2,1,1,1,1,1,2,47.5,-99
3/7/2024 15:32,3/7/2024 15:42,0,100,616,1,3/7/2024 15:42,email,EN,1,1,1,2,1,1,1,-99,-99,-99,-99,2,-99,-99,2,1,1,1,3,3,3,2,3,-99,-99,2,-99,-99,-99,-99,-99,4,-99,-99,4,4,4,-99,4,4,4,4,4,-99,-99,4,-99,1,"I've never had a problem, keep up the good work.",1,1,1,1,1,1,2,2,3,1,1,3,3,2,1,4,52.5,-99
3/7/2024 15:55,3/7/2024 15:59,0,100,240,1,3/7/2024 15:59,email,EN,1,3,3,1,1,3,1,-99,-99,3,3,-99,1,1,4,2,4,2,4,4,4,4,1,1,4,4,-99,-99,-99,4,4,-99,-99,-99,4,4,4,4,3,3,4,4,4,-99,4,4,-99,4,-99,2,2,2,1,3,1,2,2,1,3,3,3,4,2,1,1,57.5,-99
3/7/2024 16:01,3/7/2024 16:07,0,100,356,1,3/7/2024 16:07,email,EN,2,2,2,4,1,2,1,4,4,4,4,4,-99,-99,4,3,3,3,4,4,4,3,3,-99,4,4,4,4,-99,3,4,4,-99,-99,3,4,-99,4,4,3,3,3,4,-99,4,3,4,2,I do not like having to have my cell phone on me to log into college platforms. Sometimes I forget it at home and it makes doing my job incredibly difficult. I don't feel I should have to have my phone on me for my job.,2,1,2,2,3,1,2,1,2,2,2,2,3,3,1,1,42.5,-99
3/7/2024 15:53,3/7/2024 16:14,0,100,1292,1,3/7/2024 16:14,email,EN,2,2,1,5,3,3,1,2,2,3,2,4,2,1,3,2,4,2,4,4,4,4,1,2,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,"I am all for security, but it seems like we have to log in a lot, and the features to reduce this don't seem to work. (Separately, I think the campus could use an intranet.)",3,2,3,2,3,3,2,3,2,3,3,3,3,1,1,1,57.5,-99
3/7/2024 15:55,3/7/2024 16:20,0,100,1496,1,3/7/2024 16:20,email,EN,1,1,1,1,1,2,2,-99,-99,-99,-99,-99,-99,-99,4,3,4,4,4,4,4,4,4,3,4,4,4,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,2,1,2,4,3,4,4,3,3,1,-99,2,1,2,1,1,1,1,1,1,2,2,2,2,1,1,3,62.5,-99
3/7/2024 16:13,3/7/2024 16:21,0,100,447,1,3/7/2024 16:21,email,EN,5,5,1,5,5,1,4,4,4,4,3,3,4,4,3,3,3,4,4,4,4,4,4,3,3,3,2,4,4,4,-99,4,-99,-99,-99,-99,-99,4,4,4,4,4,-99,-99,-99,4,-99,4,-99,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,4,52.5,-99
3/7/2024 16:33,3/7/2024 16:40,0,100,391,1,3/7/2024 16:40,email,EN,1,2,1,5,2,3,1,-99,-99,-99,4,4,2,2,4,4,2,1,4,4,4,4,4,2,4,4,-99,-99,-99,4,4,4,4,4,4,4,-99,-99,2,2,4,4,4,-99,4,4,-99,1,info session/training on AI/Chat GPT,2,2,2,1,3,1,2,4,4,4,2,3,3,2,1,1,57.5,-99
3/7/2024 17:45,3/7/2024 17:50,0,100,334,1,3/7/2024 17:50,email,EN,1,2,1,5,1,2,2,-99,-99,3,3,4,1,1,4,3,4,4,4,4,4,4,1,3,3,4,3,-99,-99,3,3,4,-99,-99,4,4,3,4,3,3,2,4,3,4,4,4,3,4,"When computers repeatedly crash and cause problems, I would like for there to be an option to replace them.",3,2,3,2,3,2,3,2,1,3,3,1,2,2,1,3,52.5,-99
3/7/2024 18:36,3/7/2024 18:48,0,100,735,1,3/7/2024 18:48,email,EN,1,3,2,5,1,1,1,1,1,2,2,3,1,1,2,2,-99,-99,4,4,4,2,-99,2,3,3,2,-99,-99,4,4,4,1,-99,4,4,-99,-99,3,3,3,3,-99,3,3,3,3,3,-99,2,2,2,1,3,2,2,2,2,1,2,2,2,2,2,3,32.5,-99
3/7/2024 16:27,3/7/2024 19:33,0,100,11133,1,3/7/2024 19:33,email,EN,1,1,1,5,1,2,1,1,1,2,2,4,2,4,4,3,4,1,4,4,4,3,4,2,3,4,2,-99,-99,4,4,3,-99,-99,4,4,4,-99,4,4,3,4,4,-99,4,4,-99,5,-99,2,1,1,1,3,1,1,4,3,4,4,2,2,2,1,3,42.5,I work in College Advancement as a senior development officer/associate director of leadership gifts. I also supervise 2 leadership gifts officers.
3/7/2024 19:49,3/7/2024 19:56,0,100,411,1,3/7/2024 19:56,email,EN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,4,4,4,1,4,2,1,2,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,2,-99,-99,-99,-99,-99,-99,-99,1,-99,1,1,2,1,2,1,2,2,1,1,1,3,3,1,2,2,52.5,-99
3/7/2024 21:25,3/7/2024 21:30,0,100,313,1,3/7/2024 21:30,email,EN,1,1,1,1,1,1,1,-99,-99,3,3,3,-99,-99,3,3,3,-99,4,4,4,4,4,-99,-99,3,3,-99,4,4,4,4,-99,-99,4,3,4,-99,4,4,4,4,4,-99,4,4,4,1,-99,3,3,3,2,3,2,2,2,1,1,1,1,1,1,1,2,57.5,-99
3/7/2024 21:26,3/7/2024 21:42,0,100,973,1,3/7/2024 21:42,email,EN,1,4,4,5,1,4,2,-99,-99,4,4,4,-99,-99,4,4,4,3,4,4,4,3,4,4,4,4,3,-99,-99,4,4,2,-99,-99,3,2,2,3,4,3,2,2,2,3,3,3,-99,3,Longer hours for the help desk to support locations that are open 24hr/day supporting events not on main campus.,2,2,3,-99,4,1,2,-99,3,4,3,2,3,2,1,4,-99,"Not sure what a person's gender, race and age should have to do with survey related to ITS."
3/7/2024 21:51,3/7/2024 21:55,0,100,221,1,3/7/2024 21:55,email,EN,1,1,1,2,1,2,1,-99,-99,3,3,3,-99,-99,4,4,4,-99,4,4,4,4,4,4,4,4,4,-99,-99,4,4,4,-99,-99,3,3,3,-99,4,4,3,4,4,-99,3,4,4,1,-99,2,2,2,1,3,1,2,1,1,1,1,2,2,1,1,2,42.5,-99
3/8/2024 0:02,3/8/2024 0:07,0,100,291,1,3/8/2024 0:07,email,EN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,4,3,3,1,1,4,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,3,3,3,4,4,-99,-99,-99,-99,1,"Make sure to update computer systems (e.g., desktops, computers) for all departments of campus evenly. ",1,1,1,3,4,4,1,1,1,1,1,3,3,3,1,4,27.5,-99
3/8/2024 8:14,3/8/2024 8:18,0,100,242,1,3/8/2024 8:18,email,EN,1,4,1,1,1,3,1,1,1,4,4,3,1,1,4,2,4,3,4,4,4,3,2,1,3,3,1,-99,-99,4,4,-99,-99,-99,3,-99,3,-99,3,2,4,3,2,-99,3,3,-99,2,-99,3,2,2,1,4,2,1,1,1,1,1,1,3,3,1,1,32.5,-99
3/8/2024 8:48,3/8/2024 8:54,0,100,400,1,3/8/2024 8:54,email,EN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,1,4,4,4,4,4,1,3,4,-99,-99,-99,-99,-99,-99,-99,-99,3,3,-99,-99,3,3,3,3,3,-99,4,3,-99,1,-99,2,1,2,1,1,1,1,1,2,2,2,1,1,1,2,2,62.5,-99
3/8/2024 9:22,3/8/2024 9:28,0,100,376,1,3/8/2024 9:28,email,EN,1,3,1,5,1,2,1,1,1,4,3,4,3,3,4,3,4,3,4,4,4,4,3,3,3,4,1,-99,-99,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,-99,4,-99,3,3,2,1,2,2,3,2,2,3,2,3,3,1,1,3,52.5,-99
3/8/2024 9:25,3/8/2024 9:35,0,100,633,1,3/8/2024 9:35,email,EN,1,1,1,1,1,2,1,-99,-99,-99,1,1,1,1,4,4,1,1,4,4,4,4,4,3,-99,4,1,-99,-99,-99,-99,-99,-99,-99,4,4,-99,-99,3,2,3,3,3,-99,-99,3,-99,-99,-99,3,3,3,3,1,1,1,1,1,1,1,1,3,1,2,2,77.5,-99
3/8/2024 9:33,3/8/2024 9:38,0,100,324,1,3/8/2024 9:38,email,EN,2,4,2,5,1,2,2,2,2,4,3,4,1,1,4,4,4,4,4,4,4,3,4,3,3,4,4,-99,-99,4,4,4,-99,-99,3,3,3,4,4,2,3,4,4,3,4,4,4,1,-99,3,1,2,1,3,2,1,4,3,3,3,4,3,1,1,4,52.5,-99
3/8/2024 9:28,3/8/2024 9:45,0,100,1038,1,3/8/2024 9:45,email,EN,1,-99,2,5,1,2,1,-99,-99,3,3,4,-99,-99,4,4,4,3,4,4,4,4,3,3,4,4,3,-99,-99,4,4,4,-99,-99,4,4,3,3,2,2,2,4,-99,-99,2,3,-99,3,"When we receive new computers it would be super helpful to have someone assist us in setting them up, adding programs that we use regularly.  Many of us are not that proficient in setting up our own computer. ",3,2,3,1,3,1,2,1,2,3,3,3,3,1,1,1,57.5,-99
3/8/2024 9:43,3/8/2024 9:47,0,100,228,1,3/8/2024 9:47,email,EN,1,5,5,5,5,2,1,-99,-99,3,3,4,3,3,3,3,3,1,4,4,4,3,2,4,4,3,1,-99,-99,4,4,4,2,2,3,3,3,-99,4,4,3,3,4,2,2,2,1,1,-99,2,1,1,2,3,3,2,4,1,3,2,1,1,2,1,4,37.5,-99
3/8/2024 10:09,3/8/2024 10:13,0,100,222,1,3/8/2024 10:13,email,EN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,4,2,1,2,2,3,2,-99,-99,-99,-99,-99,-99,-99,4,4,-99,-99,4,4,4,4,3,-99,-99,4,4,1,-99,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,3,72.5,-99
3/8/2024 10:49,3/8/2024 10:57,0,100,481,1,3/8/2024 10:57,email,EN,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,2,3,3,2,2,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,2,1,1,-99,-99,3,2,2,-99,1,The need for Wi-Fi connectivity in the mechanical rooms of buildings is super important. I would say most of them have it but I have run into circumstances where I did not have it and needed it in order to diagnose issues in those rooms.,3,3,3,3,1,3,2,4,4,4,4,2,2,2,1,3,32.5,-99
3/8/2024 11:05,3/8/2024 11:14,0,100,536,1,3/8/2024 11:14,email,EN,1,1,1,1,1,2,1,-99,-99,2,3,1,-99,-99,3,3,2,3,4,3,4,2,3,-99,1,4,2,-99,-99,4,4,4,-99,-99,3,3,3,4,-99,4,3,4,4,-99,4,4,-99,1,-99,2,2,2,1,2,-99,1,1,2,2,2,3,3,1,2,2,72.5,-99
