StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,USE_CMS,USE_CMSOQ,USE_CMSGB,USE_CMSAS,USE_GAIT,USE_LRS,USE_LDL,USE_LSG,USE_LC,USE_LEC,USE_ILL,USE_LDB,USE_FPC,USE_GSSL,USE_BL,USE_BTE,IMP_CMS,IMP_CMSOQ,IMP_CMSGB,IMP_CMSAS,IMP_GAIT,IMP_SGAIT,IMP_LRS,IMP_LIAC,IMP_LDL,IMP_LSG,IMP_LC,IMP_LEC,IMP_ILL,IMP_LDB,IMP_FPC,IMP_CFCPS,IMP_CLS,IMP_GSSL,IMP_BL,IMP_BTE,IMP_AWAC,IMP_PWAC,IMP_OLS,DS_CMS,DS_CMSOQ,DS_CMSGB,DS_CMSAS,DS_GAIT,DS_SGAIT,DS_LRS,DS_LIAC,DS_LDL,DS_LSG,DS_LC,DS_LEC,DS_ILL,DS_LDB,DS_FPC,DS_CFCPS,DS_GSSL,DS_BL,DS_BTE,DS_AWAC,DS_PWAC,DS_OLS,AAG_TUC,EITS,ELS,INF_ATS,INF_AAT,INF_ATRW,INF_GAIT,AP_GAIT,SKL_CMS,SKL_GAIT,LRN_CMS,LRN_GAIT,LRN_OOO,LRN_WTS,LRN_PGL,LRN_SDD,LRN_SDOT,LRN_TE,YEAR,ADIV,AGE,NOTFGEN,COMMENT
3/7/2024 13:56,3/7/2024 14:04,0,100,482,1,3/7/2024 14:04,email,EN,5,4,4,4,2,1,1,1,2,1,1,3,1,2,1,1,4,3,4,3,1,1,3,2,2,2,4,1,2,4,1,1,3,3,1,3,4,4,3,4,4,4,4,-99,-99,3,3,3,3,2,-99,3,4,-99,-99,3,-99,2,3,2,3,3,"Let me check out the cd drives for more than three days at a time and don't limit me to 3 CDs at a time, It's such a hassle to try to watch a show across multiple DVDs.",The library only has the first three Goodnight Punpun books and the public library doesn't have any of them so idk how I'm supposed to finish the series please consider purchasing the other four books.,2,1,1,3,5,3,3,2,1,1,1,1,1,1,1,2027,100800,18,1,-99
3/7/2024 10:19,3/7/2024 14:11,0,100,13910,1,3/7/2024 14:11,email,EN,5,2,5,4,4,3,3,2,3,2,2,2,2,4,2,2,4,2,3,3,3,3,3,3,2,3,4,4,4,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,3,4,-99,-99,4,4,4,3,4,3,4,4,4,4,4,4,4,Maybe make the online resources like databases easier to access/ intuitive to use,Nothing comes to mind,3,2,2,3,4,4,3,1,4,4,2,2,2,2,4,2026,40200,19,1,-99
3/7/2024 14:11,3/7/2024 14:16,0,100,295,1,3/7/2024 14:16,email,EN,5,5,4,5,2,2,1,1,3,4,1,4,2,4,1,1,4,4,4,2,1,1,2,4,2,2,3,4,2,4,4,3,3,3,2,1,4,4,3,4,4,3,3,3,-99,-99,4,-99,-99,3,4,-99,4,4,3,4,-99,-99,2,2,4,4,I think that they're doing a good job already.,"More library hours in the morning would be nice, as well as open later on weekends. ",3,1,3,3,1,5,3,1,3,1,2,2,3,3,3,2027,30100,19,1,-99
3/7/2024 14:11,3/7/2024 14:18,0,100,409,1,3/7/2024 14:18,email,EN,5,2,4,5,1,2,1,3,2,2,2,3,1,3,1,1,4,2,4,4,-99,-99,2,2,-99,2,3,3,3,4,2,2,3,4,2,2,4,4,4,4,3,4,4,-99,-99,3,3,-99,4,4,4,4,4,4,4,4,-99,-99,4,4,4,4,-99,-99,3,2,2,2,9,4,1,3,3,2,3,3,2,3,3,2026,40200,19,1,-99
3/7/2024 14:23,3/7/2024 14:30,0,100,392,1,3/7/2024 14:30,email,EN,5,1,3,4,3,3,3,1,2,3,2,4,1,4,1,1,4,1,2,2,2,2,4,2,4,-99,3,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,-99,3,3,3,4,-99,-99,3,-99,-99,3,3,4,4,School provided laptops for all 4 years,More leisure books,2,2,1,2,1,4,3,2,3,2,2,2,2,2,2,2025,30100,21,1,-99
3/7/2024 14:29,3/7/2024 14:33,0,100,267,1,3/7/2024 14:33,email,EN,5,4,5,5,3,3,5,5,3,3,1,5,3,5,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,-99,2,4,-99,-99,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,-99,3,4,3,-99,3,3,4,4,-99,-99,2,3,3,3,3,5,5,1,3,3,2,2,2,3,2,2025,30100,20,0,-99
3/7/2024 11:05,3/7/2024 14:42,0,100,13004,1,3/7/2024 14:42,email,EN,5,3,3,5,1,3,1,2,2,2,2,4,1,3,1,1,4,2,2,4,1,1,3,2,2,2,2,2,2,4,2,2,4,4,2,2,4,4,3,3,3,3,-99,-99,-99,4,4,4,4,4,4,-99,4,-99,-99,4,4,-99,3,2,4,4,-99,-99,3,1,1,1,9,5,1,1,1,2,2,2,2,3,3,2025,50300,21,1,-99
3/7/2024 14:37,3/7/2024 14:44,0,100,406,1,3/7/2024 14:44,email,EN,5,2,3,5,1,1,2,1,2,1,1,3,1,2,1,1,4,1,2,4,1,1,4,4,2,-99,4,2,-99,3,-99,-99,4,2,-99,-99,4,4,4,4,4,4,4,-99,-99,-99,-99,4,-99,4,4,-99,4,-99,-99,4,-99,-99,4,4,4,4,-99,-99,2,1,1,2,9,5,2,1,1,2,2,2,3,3,3,2024,10200,21,1,-99
3/7/2024 14:39,3/7/2024 14:46,0,100,417,1,3/7/2024 14:46,email,EN,5,2,4,5,1,4,3,3,1,2,2,3,2,4,1,1,4,4,4,4,1,1,4,2,4,4,2,3,4,4,3,3,3,3,3,3,1,1,3,3,3,3,-99,-99,-99,3,3,3,3,-99,3,4,4,4,4,4,4,-99,-99,-99,4,3,-99,-99,1,1,1,1,9,4,1,1,3,1,1,2,1,1,2,2024,30100,21,1,-99
3/7/2024 14:39,3/7/2024 14:49,0,100,577,1,3/7/2024 14:49,email,EN,5,5,5,5,1,1,1,1,2,1,1,2,1,1,1,1,4,4,4,4,1,2,3,3,3,-99,4,3,4,4,4,4,4,4,-99,-99,4,4,4,4,3,4,4,-99,-99,4,4,4,4,4,4,4,4,4,4,4,-99,-99,3,3,4,3,-99,-99,3,1,1,1,9,5,1,1,3,1,3,3,3,3,1,2026,50300,20,0,-99
3/7/2024 9:43,3/7/2024 14:54,0,100,18641,1,3/7/2024 14:54,email,EN,5,3,3,5,1,4,1,1,1,2,1,3,1,5,1,1,4,4,4,4,1,1,-99,-99,-99,-99,-99,3,-99,4,3,3,3,4,-99,-99,4,4,4,4,4,4,4,1,1,-99,-99,-99,-99,-99,4,-99,4,-99,-99,4,-99,-99,4,4,4,4,"As I am a feb, I don't have enough experience with the information technology to comment on improvements. Everything is great in my opinion",I am 6 foot 5 inches and struggle with low back pain. All of the chairs in the library are not conducive to the health of my back and I would like to see some taller chairs for tall people like me.,3,3,3,2,9,2,1,4,1,3,3,3,3,3,3,2027,40200,19,1,-99
3/7/2024 14:55,3/7/2024 14:58,0,100,213,1,3/7/2024 14:58,email,EN,5,2,1,4,2,2,1,1,2,3,3,3,2,4,2,1,4,4,-99,4,2,2,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,3,3,4,3,n/a,n/a,2,2,2,2,3,4,3,2,2,2,2,2,2,3,2,2026,30100,20,1,-99
3/7/2024 13:01,3/7/2024 15:12,0,100,7873,1,3/7/2024 15:12,email,EN,5,2,3,5,3,3,3,1,1,1,2,2,2,3,1,1,4,2,3,4,2,2,2,1,2,1,1,1,2,2,2,1,2,4,2,2,2,2,3,3,3,3,4,2,2,3,3,2,2,3,2,4,3,-99,-99,4,-99,-99,2,2,3,4,"Better accessibility because I know internet access isn’t the greatest in certain areas on campus, but I’m also not totally sure what the technology services do and can offer me",More ease of access to information so it’s easier to follow guides and know where to look,1,1,2,1,4,3,3,2,2,3,3,3,1,1,2,2027,50300,19,1,-99
3/7/2024 15:07,3/7/2024 15:13,0,100,396,1,3/7/2024 15:13,email,EN,5,3,5,5,4,5,1,1,1,1,1,3,1,3,2,2,4,3,4,4,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,2,3,3,3,4,3,4,4,3,4,4,4,4,3,4,4,3,4,3,4,4,As freshmen it would be nice to be informed about all the resources.,It would be nice to access the resources more readily instead of navigating through various website to get there.,2,1,2,2,2,4,3,1,2,2,1,2,3,3,3,2024,40200,21,0,-99
3/7/2024 15:01,3/7/2024 15:21,0,100,1214,1,3/7/2024 15:21,email,EN,5,1,4,5,1,1,1,1,1,1,2,-99,2,4,2,4,4,1,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,-99,-99,1,1,1,1,1,1,4,1,2,2,4,4,4,4,4,1,4,Send out newsletters about all the services provided. I don't know what all the library offers and I am always confused who to seek for help,"I would like to access more sites such as JSTOR, as Middlebury has very limited access to such websites; my high school had a lot more helpful resources. ",2,1,1,1,9,4,1,1,1,4,4,4,3,3,1,2026,30100,19,1,NA
3/7/2024 15:16,3/7/2024 15:24,0,100,520,1,3/7/2024 15:24,email,EN,5,2,5,4,4,3,1,4,2,2,2,4,2,4,1,1,4,1,4,4,2,2,3,4,-99,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,-99,4,3,3,4,4,2,2,4,4,4,4,3,4,4,-99,-99,2,2,2,3,4,4,3,2,2,1,3,1,2,3,3,2026,50300,19,1,-99
3/7/2024 16:28,3/7/2024 16:32,0,100,219,1,3/7/2024 16:32,email,EN,5,3,4,5,1,3,3,3,3,1,1,3,1,4,1,1,4,4,4,4,1,1,3,2,3,3,3,2,2,3,2,2,4,3,1,1,3,3,3,4,4,4,4,-99,-99,3,3,4,4,4,4,-99,4,-99,-99,4,-99,-99,3,3,4,4,-99,-99,2,1,2,2,9,4,1,2,1,2,2,2,2,2,2,2027,10200,18,1,-99
3/7/2024 16:27,3/7/2024 16:32,0,100,271,1,3/7/2024 16:32,email,EN,5,1,5,5,1,3,3,3,3,3,2,3,2,3,1,1,4,2,4,4,1,1,3,3,3,3,2,2,2,4,3,2,2,3,3,3,4,3,4,4,3,4,4,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,-99,-99,2,1,2,2,9,4,1,2,1,2,3,3,1,1,2,2027,10200,19,1,-99
3/7/2024 16:33,3/7/2024 16:37,0,100,220,1,3/7/2024 16:37,email,EN,5,3,3,-99,1,3,1,1,2,2,2,2,2,1,1,1,4,3,3,4,-99,-99,3,3,-99,-99,3,3,3,4,3,3,4,-99,-99,-99,4,4,3,3,3,3,3,-99,-99,4,4,-99,-99,4,4,4,4,4,4,4,-99,-99,3,3,4,2,-99,-99,2,2,2,2,9,4,1,1,1,1,1,1,1,3,3,2027,40200,19,1,-99
3/7/2024 16:56,3/7/2024 17:04,0,100,465,1,3/7/2024 17:04,email,EN,5,4,4,5,2,3,2,1,1,1,4,3,1,1,1,1,3,3,3,3,1,1,4,4,4,4,2,4,4,4,2,2,3,3,1,1,4,4,4,3,4,3,4,2,-99,4,3,4,4,4,-99,4,4,-99,-99,3,-99,-99,3,3,4,4,-99,-99,2,1,1,1,1,4,2,3,3,1,2,1,3,3,2,2024,100800,22,1,-99
3/7/2024 17:14,3/7/2024 17:20,0,100,382,1,3/7/2024 17:20,email,EN,5,3,4,5,2,4,3,3,2,2,3,3,3,5,1,2,4,4,4,4,1,1,3,3,3,3,2,3,4,4,4,4,4,4,2,2,4,4,4,2,3,4,4,-99,-99,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,-99,-99,3,2,2,2,1,4,2,2,1,1,3,3,3,3,2,2027,50300,18,0,I use the library every day and it is integral to my success here at Middlebury!! 
3/7/2024 17:47,3/7/2024 17:56,0,100,503,1,3/7/2024 17:56,email,EN,5,4,3,4,2,4,1,1,3,2,1,2,1,2,1,1,4,2,2,3,1,1,3,2,3,2,4,3,3,3,2,2,2,3,1,2,3,2,4,4,4,4,4,3,-99,3,3,3,-99,4,4,4,3,-99,-99,4,-99,-99,4,4,4,3,-99,"If possible, increasing the number of journals and publications that the library subscribes to. ",2,1,2,2,9,4,2,1,2,2,2,2,3,2,3,2027,50300,19,1,-99
3/7/2024 18:53,3/7/2024 19:04,0,100,680,1,3/7/2024 19:04,email,EN,5,1,4,5,3,2,2,1,1,2,1,2,2,3,1,1,4,-99,4,4,2,2,3,3,4,2,2,4,3,4,4,4,2,3,1,1,2,2,2,4,-99,3,4,2,2,4,4,4,-99,-99,3,-99,4,4,4,4,-99,-99,-99,-99,4,4,-99,-99,2,2,2,1,2,4,3,3,4,3,1,1,4,4,4,2027,-99,18,1,-99
3/7/2024 19:44,3/7/2024 19:48,0,100,269,1,3/7/2024 19:48,email,EN,5,3,4,5,5,2,1,1,1,2,2,3,1,3,1,2,4,3,4,4,3,2,3,3,2,2,2,2,3,3,2,2,3,3,1,2,3,3,3,4,4,4,4,4,4,3,3,-99,-99,-99,3,3,4,-99,-99,4,-99,3,4,4,4,4,-99,-99,2,2,2,2,3,4,3,3,3,3,3,3,1,1,2,2027,40200,19,1,-99
3/7/2024 19:43,3/7/2024 19:49,0,100,379,1,3/7/2024 19:49,email,EN,5,2,4,5,4,3,3,2,2,3,2,4,2,3,2,1,3,1,2,3,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,3,-99,-99,3,4,3,3,3,3,3,-99,3,3,3,3,3,4,4,4,4,4,4,3,-99,-99,2,1,1,2,3,3,3,2,2,2,2,2,1,3,2,2025,50300,20,0,-99
3/7/2024 13:02,3/7/2024 20:37,0,100,27270,1,3/7/2024 20:37,email,EN,5,5,5,5,2,2,1,1,2,1,1,2,2,2,1,2,4,4,4,4,2,1,2,2,1,1,2,1,2,2,4,4,3,2,-99,2,4,4,3,4,4,4,4,3,-99,4,-99,-99,-99,4,-99,4,4,4,4,4,4,4,4,4,4,4,Extend hours past 8pm.,Open past midnight.,3,3,3,3,4,5,3,1,3,1,2,1,3,3,3,2024,40200,22,1,-99
3/7/2024 20:54,3/7/2024 21:00,0,100,383,1,3/7/2024 21:00,email,EN,5,1,4,5,5,3,4,3,2,2,2,4,2,5,1,1,4,1,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,4,3,3,-99,3,3,3,3,3,3,3,3,3,3,-99,3,2,-99,3,-99,1,3,3,4,4,-99,I think more access to chargering station in the library. I would also like to see more communal spaces. ,1,1,1,1,3,5,3,1,4,2,2,3,3,4,4,2027,30100,19,1,-99
3/7/2024 17:36,3/7/2024 21:11,0,100,12881,1,3/7/2024 21:11,email,EN,5,5,5,5,1,3,3,2,3,1,1,3,2,3,1,1,4,4,4,4,-99,-99,4,4,3,3,4,2,4,4,3,3,4,4,3,3,2,2,4,3,3,4,2,-99,-99,4,3,3,3,4,2,4,3,2,3,4,3,3,2,3,3,3,-99,-99,2,1,2,1,9,3,1,2,1,2,2,2,2,2,3,2027,100800,18,1,-99
3/7/2024 20:35,3/7/2024 21:13,0,100,2274,1,3/7/2024 21:13,email,EN,5,3,5,5,2,1,1,1,1,1,2,1,2,3,1,1,4,4,4,4,1,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,1,3,4,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,-99,4,-99,-99,-99,-99,4,4,None,None,2,1,2,1,9,5,2,2,1,1,1,1,2,3,4,2025,40200,20,1,None
3/7/2024 9:40,3/7/2024 21:29,0,100,42580,1,3/7/2024 21:29,email,EN,5,2,3,4,1,3,4,1,2,1,2,4,2,3,1,1,4,1,2,4,-99,-99,3,1,4,1,3,3,4,4,2,2,4,3,1,1,4,4,4,4,-99,3,3,-99,-99,4,3,4,-99,4,3,4,4,4,4,4,-99,-99,4,3,4,3,Better faculty training on sites such as canvas or  other technologies.,Hire another research librarian so that each librarian can have smaller department load to cover and can be more available to students,2,1,3,2,9,3,1,1,1,3,2,3,2,4,2,2026,40200,20,1,-99
3/7/2024 23:00,3/7/2024 23:10,0,100,625,1,3/7/2024 23:10,email,EN,5,4,1,5,1,2,2,2,2,2,1,2,1,2,1,1,4,4,-99,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,-99,4,-99,-99,3,3,3,3,3,3,-99,3,3,3,3,3,3,3,3,3,4,-99,"I would like the library to open eery day and no limit hour of entering to the building( if possible), because from my experience so far I find myself needed a quite space to study and do my homework. ",2,3,2,1,9,5,1,4,1,3,2,2,2,2,2,2027,30900,20,0,-99
3/7/2024 23:17,3/7/2024 23:26,0,100,569,1,3/7/2024 23:26,email,EN,5,4,3,4,3,2,3,2,2,1,1,2,1,3,1,1,4,4,3,4,2,-99,4,4,3,3,3,3,2,3,3,-99,3,4,3,3,4,4,4,4,4,3,4,3,3,3,2,3,2,4,3,-99,3,-99,-99,4,-99,-99,3,2,4,4,-99,Maybe better communicate with students how to use the resources on the library web page.,2,1,1,2,2,5,3,4,3,4,4,2,3,3,1,2027,50300,20,1,-99
3/8/2024 1:30,3/8/2024 1:40,0,100,602,1,3/8/2024 1:40,email,EN,5,5,5,5,4,3,1,2,2,3,2,3,1,2,1,1,4,4,3,4,3,4,3,3,1,2,3,4,2,3,2,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,2,4,-99,"A little more support for AI would be nice. For example, improving the library search program using AI.","I think they're pretty great already. Sorry, I don't know.",3,1,1,3,2,4,4,2,3,1,1,2,2,2,1,2026,50300,20,1,"No, have a great weekend!"
3/8/2024 2:31,3/8/2024 2:40,0,100,519,1,3/8/2024 2:40,email,EN,5,1,3,5,1,2,1,1,3,1,2,2,3,4,1,1,4,1,3,4,1,1,3,2,1,1,4,3,4,4,2,2,4,4,2,3,3,3,4,4,4,4,4,-99,-99,4,3,-99,-99,4,4,4,4,-99,-99,4,-99,-99,-99,-99,4,4,-99,-99,3,1,2,1,9,4,1,1,2,2,3,1,2,2,2,2026,40200,19,1,-99
3/8/2024 1:47,3/8/2024 10:52,0,100,32680,1,3/8/2024 10:52,email,EN,5,1,2,3,1,1,5,1,5,1,1,1,1,1,1,1,4,1,2,3,1,1,4,4,4,4,4,1,1,2,-99,-99,-99,-99,-99,-99,4,4,4,4,-99,-99,4,-99,-99,-99,-99,4,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,-99,-99,1,1,1,1,9,5,1,1,1,4,1,1,1,1,1,-99,-99,-99,-99,-99
3/8/2024 11:22,3/8/2024 11:27,0,100,311,1,3/8/2024 11:27,email,EN,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-99,1,-99,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,Implement widespread adoption of advanced cybersecurity measures to protect data and privacy across all IT services.,"Expand digital access to resources, including e-books, journals, and databases, to enable remote research and learning opportunities for all users.",1,1,1,4,3,5,5,4,4,4,4,4,4,4,4,2025,100800,22,0,-99
3/8/2024 11:20,3/8/2024 11:40,0,100,1221,1,3/8/2024 11:40,email,EN,5,2,2,4,3,4,1,1,1,2,3,4,2,3,1,1,4,2,4,3,2,3,3,3,1,1,-99,-99,4,4,3,-99,2,3,-99,-99,3,3,3,3,4,3,4,2,-99,4,4,-99,-99,-99,4,4,4,4,-99,3,-99,-99,2,2,3,4,More support on how to use AI in a class setting. I use it for work/scheduling which has been really helpful but I don't know the guidelines for using it for academic purposes so I don't. ,"More photocopied books. It is kind of a hassle to have to go pick a book up or use MidCat sometimes, especially with a packed schedule. Also study spaces that aren't so bland and boring. ",2,3,2,2,4,4,3,2,3,4,2,1,2,2,2,2024,30100,22,0,-99
3/8/2024 13:00,3/8/2024 13:07,0,100,417,1,3/8/2024 13:07,email,EN,5,3,3,5,4,4,1,1,2,3,1,4,2,3,1,1,4,3,3,4,2,3,3,3,2,2,3,3,2,4,2,2,2,2,1,1,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,More instruction on how to use AI to your advantage.,I’m not sure. ,2,1,1,2,3,3,2,1,3,1,2,1,1,2,2,2026,30100,20,1,-99
3/8/2024 13:29,3/8/2024 13:34,0,100,328,1,3/8/2024 13:34,email,EN,5,3,1,5,5,5,1,1,1,5,5,1,3,3,1,3,4,4,4,4,4,4,4,1,1,1,4,4,4,4,1,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,-99,4,4,4,4,4,4,4,4,-99,4,4,4,4,4,I wish there were more chargers in the library. ,All is well there ,2,2,2,3,3,5,5,4,4,4,4,4,1,4,1,2026,31000,20,1,-99
3/8/2024 13:29,3/8/2024 13:37,0,100,424,1,3/8/2024 13:37,email,EN,5,3,4,5,1,1,1,1,1,1,3,3,2,4,1,1,4,4,4,4,2,2,3,3,3,3,3,3,3,4,4,4,2,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3,4,-99,-99,4,4,4,4,4,4,4,3,3,4,4,More chargers in the library and a variety because not everyone has apple devices. ,When the printers don’t work they should be fixed quickly. Sometime they are broken for the entire day. ,2,1,2,2,9,4,2,1,1,2,2,3,4,4,2,2026,40200,19,1,-99
3/7/2024 23:45,3/8/2024 15:33,0,100,56915,1,3/8/2024 15:33,email,EN,5,4,5,5,3,4,3,3,2,3,1,3,2,2,1,1,4,4,4,4,2,1,3,3,3,2,1,2,2,4,2,2,1,2,1,1,4,4,3,4,4,4,4,3,2,4,4,4,4,4,4,4,4,3,3,4,-99,-99,4,4,4,4,An indicator for when a physical copy of a book has been moved to a different section of the library temporarily (like when there is a display out front).,The only thing would be maybe a cheat-sheet or short guide to library services that could be handed out during orientation week to familiarize us with the service. I did not know the library would pay for paywalled articles until recently. ,3,1,2,3,4,4,4,1,2,2,3,4,1,2,3,2027,100800,19,1,-99
3/8/2024 16:28,3/8/2024 16:45,0,100,998,1,3/8/2024 16:45,email,EN,5,4,4,5,4,2,3,2,2,3,1,4,2,2,1,2,4,3,4,4,2,1,4,3,3,2,3,3,4,4,3,2,2,3,1,2,4,3,3,4,4,4,4,4,-99,4,4,4,4,4,4,4,4,4,4,3,-99,4,4,4,4,3,"Consolidated information page on purchased software, subscriptions, etc.","Discoverability: the library website has lots of pages, hidden under subsections (e.g. I just learned about infolit). Reducing the page count might help visitors discover useful info and make updating info easier; reorganizing may also help.",4,3,1,3,4,4,4,2,2,2,2,2,4,2,1,2024,40200,22,0,-99
3/8/2024 16:52,3/8/2024 16:57,0,100,309,1,3/8/2024 16:57,email,EN,5,1,5,5,3,2,1,1,2,1,1,3,1,3,1,2,4,-99,4,4,2,2,3,3,3,3,3,3,3,4,3,3,4,4,3,3,4,4,4,3,-99,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,3,3,2,4,4,Better wifi services/coverage.,"Have more laptops to borrow. When my laptop broke, I was not able to borrow one from the library because they did not have any available.",1,1,2,2,4,3,2,2,3,3,3,3,3,1,2,2026,50300,20,0,-99
3/8/2024 22:30,3/8/2024 22:38,0,100,466,1,3/8/2024 22:38,email,EN,5,4,5,5,4,3,1,1,2,1,2,2,2,4,1,1,4,3,4,4,3,4,3,4,-99,3,3,2,4,3,3,-99,3,4,-99,-99,4,4,4,4,4,4,4,3,3,3,3,-99,4,4,-99,4,4,4,-99,4,-99,-99,4,4,4,4,It would be important to have this information published. It's difficult to know what services are available if one doesn't know what the services are in the first place.,I wish that the library schedule was slightly better. Having the library close at 5pm on a Friday or Saturday night can really hinder study progress.,2,1,1,2,2,5,3,3,4,4,4,3,3,3,2,2025,40200,21,1,-99
3/7/2024 11:30,3/8/2024 23:25,0,100,129271,1,3/8/2024 23:25,email,EN,5,3,2,4,3,3,1,1,2,1,1,2,1,3,1,1,4,3,1,4,2,2,4,2,2,2,3,4,2,4,3,2,4,4,3,3,4,4,4,4,3,1,4,4,4,4,3,2,2,4,4,-99,4,4,4,4,-99,-99,4,4,4,4,-99,-99,2,2,1,2,2,3,2,1,2,2,2,2,1,1,2,2027,50300,19,1,-99
3/7/2024 14:17,3/9/2024 19:59,0,100,193367,1,3/9/2024 19:59,email,EN,5,2,4,5,5,3,3,1,2,2,3,3,2,1,1,1,4,4,3,4,4,2,3,-99,3,-99,3,3,4,4,3,3,3,3,-99,-99,-99,4,2,4,4,3,4,3,2,4,-99,4,-99,4,4,4,4,-99,-99,4,-99,-99,-99,2,4,4,"I'm not sure whose jurisdiction this is under, but the wifi on campus is not great to the point where I sometimes cannot access the internet in my room. I would love to see better internet access on campus. ",I can't really think of anything. ,2,1,1,2,3,4,3,1,3,1,1,1,2,3,1,2024,50300,21,1,-99
3/10/2024 14:33,3/10/2024 14:42,0,100,523,1,3/10/2024 14:42,email,EN,5,1,5,5,4,1,1,1,1,1,3,3,1,5,1,1,4,-99,4,4,2,3,-99,3,-99,2,2,3,4,4,2,2,4,4,-99,-99,4,4,4,4,-99,3,3,3,3,-99,3,-99,-99,3,3,4,4,-99,-99,4,-99,-99,4,4,4,2,Whoever is doing the marketing for the technology services needs to put in more hours because this survey is the first time I'm hearing about some of these things.,Same as previous response.,1,1,1,4,3,3,4,1,4,2,1,2,1,1,1,2027,50300,20,0,-99
3/10/2024 14:38,3/10/2024 14:44,0,100,397,1,3/10/2024 14:45,email,EN,5,2,2,4,1,2,1,1,1,1,1,2,1,1,1,1,4,1,1,2,1,1,2,2,1,1,1,2,1,4,2,1,1,2,2,2,4,4,3,4,4,-99,4,-99,-99,4,4,-99,-99,4,2,-99,4,4,4,4,-99,-99,4,4,4,4,Im not really sure what that means. ,I would love if we had access to course textbooks and required readings online without having to pay. That may be a lofty goal but it would make me read more for classes if I didnt have to come to the library or buy a book in order to read it. ,2,1,1,2,5,3,3,1,3,2,2,2,2,2,3,2025,30100,21,1,-99
3/10/2024 16:42,3/10/2024 16:51,0,100,512,1,3/10/2024 16:51,email,EN,5,3,3,4,2,2,1,1,1,2,2,3,1,4,1,2,3,2,2,3,2,2,3,1,2,2,2,4,4,4,2,3,3,4,2,3,4,4,4,3,3,3,4,4,3,3,3,3,3,3,3,3,2,-99,-99,4,-99,3,4,4,4,4,"I would like to have more access to etexts, many times during research assignments I feel restricted as to the resources I can use due to our institution not having access to certain databases.","I think the library services are good, however I don't use them all that much. Perhaps doing a better job advertising what can be available for checkout at the circulation desk or how to access texts.",2,1,1,3,3,4,3,1,2,2,3,1,3,3,3,2024,100800,21,1,-99
3/7/2024 10:54,3/10/2024 23:59,0,100,302738,1,3/10/2024 23:59,email,EN,5,5,5,5,4,3,1,1,1,3,4,5,2,5,2,4,4,4,4,4,4,4,1,1,1,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,-99,-99,-99,-99,-99,-99,4,4,4,4,2,4,4,4,4,4,4,"Support on the weekends (Saturday during the day, as I have ran into printers out of ink)",Increased hours to extend later (I know workers would have to work later and this is maybe not possible),3,3,3,2,3,5,3,1,4,1,1,1,4,4,4,2026,40200,19,1,-99
3/8/2024 13:22,3/11/2024 8:21,0,100,237524,1,3/11/2024 8:21,email,EN,5,4,4,5,3,2,1,1,1,2,2,2,1,2,1,1,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,2,2,2,2,1,5,4,1,2,3,2,1,2,2,4,2027,40200,20,1,-99
